what,kind,bundleId,bundleVersion,description,time
activated,perspective,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.Perspective",1351929269870
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1351929269876
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1351929270573
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1351929270581
activated,perspective,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.Perspective",1351929272635
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1351929272642
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1351929278557
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1351929278561
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351929282451
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1351929285827
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929286311
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929289896
activated,perspective,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.Perspective",1351929290021
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1351929290025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929296415
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929299552
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1351929299713
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1351929299721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929303391
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1351929362761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929366095
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1351929366186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929367575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929370719
activated,perspective,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.Perspective",1351929370833
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1351929370838
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1351929374849
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1351929382718
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.ThreadView",1351929385589
opened,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.HeapView",1351929388250
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.HeapView",1351929388283
opened,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.AllocTrackerView",1351929390928
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.AllocTrackerView",1351929390943
opened,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.NetworkStatsView",1351929391975
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.NetworkStatsView",1351929391993
opened,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.FileExplorerView",1351929393003
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.FileExplorerView",1351929393011
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1351929393708
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929402419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929414208
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1351929417361
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1351929417368
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929418837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929424696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929426152
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929470126
activated,perspective,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.Perspective",1351929474011
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1351929474017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929478362
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929570863
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929572213
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929709708
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929726323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929745580
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1351929745585
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1351929745585
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929752309
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929760575
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.NetworkStatsView",1351929765378
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.FileExplorerView",1351929766059
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.AllocTrackerView",1351929767438
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.HeapView",1351929768378
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.AllocTrackerView",1351929770744
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.ThreadView",1351929773995
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1351929775784
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1351929775791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929780471
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929784756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929784876
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929786079
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351929786163
stopped,bundle,org.eclipse.team.cvs.ssh2,3.2.300.I20110511-0800,"org.eclipse.team.cvs.ssh2",1351929786998
stopped,bundle,org.eclipse.team.cvs.ssh,3.2.100.I20090508-2000,"org.eclipse.team.cvs.ssh",1351929787018
stopped,bundle,org.eclipse.mylyn.ide.ant,3.8.2.v20120916-1200,"org.eclipse.mylyn.ide.ant",1351929787067
stopped,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1351929787101
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1351929787145
activated,perspective,org.eclipse.debug.ui,,"org.eclipse.debug.ui.DebugPerspective",1351929793531
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1351929793532
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1351929793533
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1351929793533
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1351929793534
