what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.notifications.core,1.0.2.v20120916-1200,"org.eclipse.mylyn.commons.notifications.core",1351799379747
started,bundle,org.eclipse.mylyn.commons.notifications.feed,1.0.2.v20120916-1200,"org.eclipse.mylyn.commons.notifications.feed",1351799379778
started,bundle,org.eclipse.mylyn.commons.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.commons.ui",1351799379809
started,bundle,org.eclipse.mylyn.commons.workbench,3.8.2.v20120916-1200,"org.eclipse.mylyn.commons.workbench",1351799379840
started,bundle,org.eclipse.mylyn.context.core,3.8.2.v20120916-1200,"org.eclipse.mylyn.context.core",1351799379872
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.context.tasks.ui",1351799379887
started,bundle,org.eclipse.mylyn.monitor.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.monitor.ui",1351799379918
started,bundle,org.eclipse.mylyn.tasks.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.tasks.ui",1351799380012
started,bundle,org.eclipse.mylyn.team.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.team.ui",1351799380075
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1351799380122
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1351799380215
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1351799380262
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1351799380262
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1351799380356
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1351799380481
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1351799380528
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1351799380575
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1351799380668
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1351799380778
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1351799380856
started,bundle,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.adt",1351799380856
started,bundle,com.android.ide.eclipse.base,20.0.3.v201208082019-427395,"com.android.ide.eclipse.base",1351799380856
os,sysinfo,,,"win32",1351799380856
arch,sysinfo,,,"x86",1351799380856
ws,sysinfo,,,"win32",1351799380856
locale,sysinfo,,,"ru_RU",1351799380856
processors,sysinfo,,,"2",1351799380856
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1351799380856
java.runtime.version,sysinfo,,,"1.7.0_07-b10",1351799380856
java.specification.name,sysinfo,,,"Java Platform API Specification",1351799380856
java.specification.vendor,sysinfo,,,"Oracle Corporation",1351799380856
java.specification.version,sysinfo,,,"1.7",1351799380856
java.vendor,sysinfo,,,"Oracle Corporation",1351799380856
java.version,sysinfo,,,"1.7.0_07",1351799380856
java.vm.info,sysinfo,,,"mixed mode, sharing",1351799380856
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1351799380856
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1351799380856
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1351799380856
java.vm.specification.version,sysinfo,,,"1.7",1351799380856
java.vm.vendor,sysinfo,,,"Oracle Corporation",1351799380856
java.vm.version,sysinfo,,,"23.3-b01",1351799380856
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1351799380934
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1351799381059
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1351799381137
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1351799381247
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1351799381606
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1351799381668
